,region,proj_x,proj_y,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
0,17,597980.1820641439,1796862.5622479173,18.47991094018824,113.6,4.7,1.9,11.3,46650,18.8,14.899142128448874,0.4373,14.9,3.392748324848488,1.7402545743834483,59.06607929515418,1.3,8.2
1,17,559815.8133332281,1920478.633010303,29.593094944512934,97.2,6.9,3.4,19.9,57308,18.0,17.256835499775885,0.4201,12.4,3.847162901233301,2.3920565668722693,57.3957343925395,1.6,4.5
2,17,650277.214894978,1660710.223304509,25.605949320602285,96.9,2.6,1.8,19.2,44090,19.9,13.586730015837292,0.4692,8.7,4.128731000289021,1.572383878546901,59.0785329133522,1.0,4.2
3,17,654006.8406978017,2174577.2580978223,62.27588775005647,99.8,6.8,21.7,45.3,89427,13.7,15.823132180426049,0.4847,16.3,7.308581611665375,1.9603383835512296,71.15644636176451,18.7,6.8
4,17,640398.9862581452,1599902.4905404614,25.66200535554894,89.5,5.8,2.9,13.9,47481,20.8,12.370771502918632,0.4097,7.4,4.067787562612295,1.3356817848231397,62.3729744575666,1.0,5.4
5,17,486680.6350415132,1898795.867775504,30.8206106870229,99.7,5.2,18.9,15.1,52373,17.3,13.687665092451772,0.4227,21.1,3.487291379779979,1.4481850667669716,62.078225335668414,11.1,5.5
6,18,877477.7609167924,2028454.265328902,24.45121250430985,97.2,1.0,2.5,20.1,53632,16.9,15.842019857531836,0.3876,26.6,4.541548156324586,2.394974479780132,63.23461606667848,1.5,7.8
7,18,763716.784805774,2007675.634715869,27.59122759122759,99.8,0.5,8.4,16.4,54576,19.5,13.280053004265184,0.394,25.2,3.862581139149544,1.5851692638366388,62.60021304030947,4.2,9.5
8,18,922625.7125025854,1989459.8094323776,23.241221189815374,100.6,0.4,3.1,11.4,47658,17.3,14.644913627639156,0.4177,32.7,3.994004997455853,2.056494504195716,54.73187140177242,1.4,8.9
9,18,867917.4632999201,1880234.3719341608,25.63932417947016,96.9,1.2,4.2,18.7,60404,16.7,13.78999954993474,0.4057,22.0,4.678623495383884,2.0009004051823376,59.543098826472864,2.5,6.9
10,18,734789.5872063588,1818234.5663761008,24.344188150158296,114.7,4.0,1.7,12.1,50245,17.3,15.494452484322238,0.4296,16.0,3.830296162382196,1.6677785190126748,54.13180860668071,1.0,9.8
11,18,765229.2235473059,1967197.84706202,50.31322739159171,104.3,5.3,8.3,38.7,53130,11.1,32.15611345162957,0.4703,17.2,5.942534347162205,2.5892957115664474,52.75251033668045,12.0,7.9
12,18,839452.6868478564,1939069.342998286,46.52668480921374,95.3,4.0,4.0,59.3,98173,11.9,12.841168988323115,0.4444,11.5,6.6886283707959056,2.0732065629204266,86.30194269343524,8.1,4.4
13,18,862736.4622577258,1843887.6011112845,36.59461294703486,99.7,1.9,6.8,33.5,63431,16.0,15.733320401062064,0.4298,34.2,5.304828403983628,2.458948530426386,64.09303970991421,10.3,8.6
14,18,810487.3750586052,2045816.727360928,25.406730554936484,97.2,0.9,5.2,15.8,52034,18.9,13.331011146496811,0.4239,29.2,3.991953183916914,1.8913304908713235,61.00440176070428,3.0,10.5
