,region,lon,lat,Y,X1,X2,X3,X4,X5,X6,X7,X8
1993,MI,-85.005628497299,42.2465161205031,11.8,8.1,75.3,63.9,18.9,18.2,26.1,35.5,23.7
1994,TN,-86.5884578570277,35.1405225560834,11.4,12.5,75.4,58.0,16.5,20.0,27.2,39.8,27.2
1995,KY,-88.0829816796418,37.0191351178528,10.0,7.1,76.5,58.9,16.3,18.4,24.9,41.5,26.4
1997,MS,-90.4538892090438,31.5323432253984,10.5,12.2,77.6,7.9,14.8,20.5,32.6,38.1,29.9
1998,MO,-95.2149362038411,40.0944902545329,11.1,9.9,73.1,54.5,20.2,22.6,28.7,39.5,22.9
1999,TX,-100.68136474111,34.5307336832386,10.0,24.4,72.7,50.3,18.2,17.2,30.3,40.7,29.5
2000,IA,-95.5427335544974,41.3365745528696,10.2,7.6,75.2,62.2,24.1,18.4,26.0,35.5,20.2
2001,WI,-91.3584214806691,44.3039450660913,10.8,7.7,72.1,65.0,23.5,17.7,21.4,35.4,25.4
2002,OH,-82.4215435805835,40.3988019956419,10.9,8.4,75.5,61.8,18.4,18.5,26.2,34.8,23.8
2003,IN,-87.5857564542311,38.0253644973075,11.3,8.8,77.8,62.4,18.2,16.9,27.5,40.5,24.3
2004,MT,-106.73057532208,46.2300118101563,12.9,12.3,67.8,50.4,21.2,23.9,29.0,37.0,26.1
2005,OK,-96.260179863938,33.9623444306279,12.8,14.3,73.1,54.5,15.5,19.5,30.0,40.1,26.3
2006,GA,-84.0237004394442,33.961661805784,9.4,18.0,74.9,59.9,15.3,11.8,23.1,36.9,29.8
2007,IA,-93.3274398578025,40.7395430082683,10.8,8.3,72.9,58.5,23.3,22.6,30.9,33.4,23.9
2008,OH,-84.4905879101881,41.3239133830731,11.0,9.5,75.6,61.6,20.3,18.4,25.4,38.6,23.9
2010,KY,-85.1234865707717,38.6682857333643,11.5,8.6,76.1,52.3,15.0,22.2,29.6,45.1,24.6
2011,CA,-116.735136221495,33.0338956563358,9.3,8.2,71.4,65.8,21.7,10.2,18.3,34.5,29.7
2014,GA,-83.4973124857513,34.3543159067035,11.2,17.4,71.3,51.1,16.9,22.2,30.1,37.5,32.1
2016,KS,-101.055370482002,39.3510757479227,10.4,9.4,74.9,65.1,19.7,14.3,22.8,35.8,19.1
2020,KY,-83.493391657711,37.7385530324992,13.2,11.1,76.2,40.0,12.5,31.0,38.3,45.4,28.5
2021,UT,-109.804477721205,37.6260460339073,13.3,12.6,69.2,59.0,12.6,14.8,23.3,38.8,29.6
2022,WV,-81.9348841877201,37.8310559953658,13.2,11.8,79.0,45.2,15.1,25.6,37.1,45.9,26.6
2023,ID,-116.462854291271,48.7669357396543,11.0,13.7,71.2,63.8,16.9,15.1,23.4,32.3,22.1
2024,NH,-72.2222089208157,43.361589446035,12.0,9.1,70.9,62.6,18.5,15.5,21.4,34.5,28.0
2025,TX,-102.542980507933,31.8691061601852,9.5,31.4,70.7,49.0,18.3,15.7,32.6,37.6,30.3
2027,KY,-83.7425088209458,38.1445093169556,11.3,8.2,76.6,55.1,14.2,20.2,26.5,41.3,24.1
2028,TX,-95.1359195310631,31.0883554818794,10.3,19.2,72.6,52.5,18.9,18.7,28.0,39.3,29.1
2029,MS,-89.822847109141,31.5696294392356,11.1,14.2,80.0,7.4,13.6,20.4,34.9,41.6,35.1
2030,TX,-97.1326290825318,31.9907752386382,10.4,20.5,71.3,51.6,19.5,18.3,28.4,42.2,29.3
2034,MS,-90.8517527793514,32.3565888940683,10.6,12.4,77.9,9.4,14.7,17.9,30.5,38.2,31.8
2035,WY,-107.682609867855,43.9044572012832,11.0,13.4,65.3,56.6,18.7,18.5,24.8,33.1,21.5
2036,TX,-97.3120172080013,30.1036058737594,9.5,24.5,72.8,55.0,19.3,15.1,26.5,34.5,26.7
2037,OH,-84.2906742372083,39.7546661172735,11.2,8.4,78.0,59.2,18.4,19.9,29.4,40.6,25.4
2038,CA,-120.404478346917,35.387112949635,10.3,7.7,69.0,67.3,21.2,11.2,17.4,32.5,27.6
2039,AL,-87.1265925390144,32.9984605509544,10.8,13.1,76.3,50.2,15.6,21.8,32.2,41.4,29.0
2040,NE,-97.5207893131766,41.5711677915767,9.2,10.3,71.0,59.6,21.9,16.0,27.7,29.4,23.0
2041,MN,-94.2682414527687,46.0126391083566,10.1,6.0,68.8,65.4,22.3,16.0,21.3,33.2,21.0
2042,WA,-119.45181497833,47.2055949580823,12.1,18.7,66.2,56.2,15.8,13.8,26.6,33.1,30.5
2044,MI,-84.8479911390538,43.9879858092422,11.9,8.8,75.5,62.6,18.8,20.1,26.0,34.9,23.4
2045,MO,-90.4067320578668,36.7164202083042,11.2,13.6,74.1,52.9,18.6,22.9,30.6,39.6,25.4
2046,IA,-94.0155228853862,41.3307393125207,9.2,6.7,75.3,72.5,24.7,13.0,21.1,31.3,20.9
2047,KY,-85.3283117620282,38.0327291596861,11.1,5.8,74.7,59.0,15.8,19.1,25.0,40.2,23.7
2048,GA,-83.3730418216221,33.3217500731646,10.9,15.9,76.0,56.2,16.1,16.8,28.3,38.8,28.8
2049,WV,-82.2415597718845,38.4203751697343,13.0,8.1,77.7,51.7,16.3,22.1,31.7,42.5,24.1
2050,OK,-97.7826935652779,36.3791132161372,12.0,11.6,72.2,55.0,14.8,17.7,31.1,37.1,25.0
2051,GA,-82.8945119439741,30.7101017543153,10.3,21.3,72.7,54.5,16.8,17.8,29.4,38.1,32.4
2052,OK,-98.9923791380001,35.2905012989551,12.2,12.2,71.8,54.6,15.6,19.6,32.6,37.6,23.0
2053,GA,-84.5790568138442,30.8782445454159,11.2,17.3,77.6,51.8,14.5,18.4,30.8,41.8,33.5
2054,CA,-119.955704805251,38.0275813878029,10.7,7.6,69.0,65.0,22.5,13.4,19.2,36.3,28.5
2055,AK,-151.5538621838,60.2599690239553,10.0,9.7,64.5,59.5,19.5,16.3,20.3,30.2,23.0
2057,NE,-98.5214511885459,41.5674345819884,9.5,9.4,70.0,61.9,21.5,16.2,25.2,33.8,23.7
2058,KS,-99.8835288877432,39.3498825769041,10.3,11.3,75.3,65.1,18.1,13.7,23.3,32.9,21.2
2060,TX,-97.7244465016151,33.6754382941616,10.0,17.8,71.7,55.5,20.2,16.7,26.1,38.7,27.2
2061,WA,-121.914619958321,46.02307583419,11.8,8.0,67.1,64.6,20.4,12.8,16.4,33.2,28.9
2062,NC,-78.3716173368201,34.9921847299645,10.6,16.8,75.5,53.2,16.4,19.7,30.9,35.6,24.4
2063,AL,-85.9995052603961,34.7796392771775,11.0,15.4,75.8,52.0,16.4,20.7,31.1,42.1,25.6
2064,NM,-104.30411650348,32.4715227070044,10.9,13.1,64.0,57.4,17.8,17.3,28.8,39.7,25.3
2065,OH,-83.0095596369965,39.9695482397033,10.3,8.3,76.8,65.6,18.7,14.6,23.3,36.6,22.8
2068,TN,-85.4099653169459,35.370952132045,12.3,17.1,73.3,49.1,16.6,25.9,33.7,38.9,27.2
2069,MO,-89.7855102043037,36.2113777608523,12.2,13.7,76.6,47.3,16.8,26.0,34.4,44.1,27.3
2071,MS,-90.9117719505713,31.9736121295396,11.6,14.4,82.7,6.7,11.4,19.2,36.3,45.7,37.8
2072,GA,-84.1393164291498,33.076295380381,11.2,12.6,75.1,55.1,16.1,18.1,27.8,39.9,29.7
2073,KY,-86.2170264932366,37.9696619312227,11.0,7.9,76.8,58.6,15.7,19.3,25.5,40.2,23.0
2074,MT,-115.40494946006,48.5424332413472,11.6,12.9,68.4,53.4,22.2,21.2,25.3,36.7,22.4
2075,WV,-78.8580214852076,39.0074510404398,12.5,10.1,78.1,49.4,16.3,24.8,33.4,43.9,25.6
2076,OH,-81.0896541475271,40.5793488212271,11.3,10.5,74.3,55.2,19.5,24.6,29.4,41.9,24.5
2077,IN,-85.0602581204889,39.4147489315124,10.8,10.9,76.3,64.3,18.5,16.0,24.9,34.9,25.0
2078,NC,-83.4217780844555,35.1506263752147,9.8,11.5,74.2,62.3,18.5,15.7,22.8,32.6,22.5
2079,KY,-84.5378048474526,37.6390632992452,11.7,7.9,76.4,55.2,14.8,20.6,27.7,41.6,25.3
2081,GA,-83.918587785938,33.0140418940373,10.4,11.6,74.2,57.4,16.7,16.8,25.4,36.9,31.0
2084,WV,-80.0077272427339,38.3316812293055,12.4,11.0,77.4,46.2,17.7,26.5,36.3,42.7,26.5
2085,VT,-72.3767652710136,44.0056456103238,12.1,7.4,71.6,70.7,20.4,11.8,16.5,28.7,20.5
2086,MO,-92.1472099223108,40.4525606651452,11.2,16.4,72.6,53.8,19.8,23.2,29.5,38.5,22.7
2087,NM,-108.714784306827,31.914023667001,10.7,17.4,64.5,54.9,16.1,17.7,29.2,37.7,26.6
2089,NE,-103.085795725889,42.2198664468014,9.6,13.5,71.2,61.4,20.9,15.4,24.9,31.6,24.6
2090,TX,-100.812739155708,35.4008162101796,10.1,21.8,71.0,48.0,18.9,19.9,31.5,39.6,27.5
2091,OH,-81.899694474725,41.1175710779189,10.6,6.8,76.5,67.7,22.5,16.1,22.3,35.6,22.8
2092,MI,-84.6116306973644,44.3355020778884,12.0,8.7,75.4,65.4,20.0,18.2,24.4,34.4,22.4
2094,GA,-84.7638668651097,33.3536597760037,10.0,10.8,75.5,63.4,17.3,13.8,21.8,37.0,25.6
2095,NV,-119.188399256538,39.0199185877151,11.4,13.9,69.7,58.2,20.1,17.7,24.5,37.8,25.8
2097,OH,-84.5802136619402,41.1166104120679,11.7,7.5,75.3,58.7,20.7,22.5,29.3,39.7,23.9
2098,MD,-76.0234580060655,38.4691256248242,12.3,11.2,78.1,55.8,14.4,17.5,28.3,40.7,31.0
2099,MD,-76.039943401655,39.2542700817072,11.0,9.2,76.9,67.4,19.0,12.1,21.0,35.3,25.4
2100,ID,-116.169961362386,42.5814571930845,11.0,15.9,70.7,60.0,15.8,15.8,27.1,36.2,25.8
2102,GA,-83.4270456679841,32.6669819807256,11.1,17.4,75.9,53.0,15.3,18.5,30.4,40.7,32.7
2103,KS,-101.148475037654,38.9173580577205,10.8,9.6,73.0,61.1,19.3,16.9,24.4,34.2,22.6
2104,TX,-98.2414108131031,31.1962436760644,10.2,19.9,72.2,53.3,20.6,17.9,27.5,41.2,27.2
2105,MS,-89.506644127003,32.0177762977322,10.6,12.7,75.7,7.5,14.9,22.1,34.7,40.7,30.6
2106,WV,-80.0037987492522,39.1326214527284,12.5,11.0,78.3,50.0,16.0,25.1,33.3,44.2,27.2
2107,IA,-94.9058176042924,41.68448919254,10.4,7.6,74.8,63.2,24.7,20.0,27.0,33.9,21.6
2108,SC,-82.4592335344885,34.2227918494933,10.3,14.2,77.3,59.7,17.8,17.6,25.6,38.3,28.8
2109,UT,-112.111626456113,40.9899407464569,10.7,8.6,72.4,73.0,13.2,7.8,17.8,33.6,21.6
2113,TX,-97.8593371651088,28.9055896223932,9.2,29.7,70.8,47.1,18.4,17.0,32.9,40.2,32.9
2114,TN,-87.718007950043,36.2863750112246,12.0,15.3,73.6,53.9,17.1,23.1,30.1,39.7,30.9
2116,NC,-81.5466545637271,35.9530956685159,10.4,15.0,74.2,59.0,18.2,18.4,24.5,33.0,23.0
2117,MS,-89.2578760599532,31.1889394568747,10.4,12.1,77.4,9.6,14.4,16.9,30.4,39.7,31.5
2118,KS,-101.79157686823,37.9991796979017,10.2,15.9,72.8,59.3,18.5,16.3,26.6,36.5,22.9
2123,TN,-86.8698013219112,36.5254566335954,11.7,13.3,74.2,58.4,17.0,19.6,27.2,38.7,27.3
2124,NE,-101.687804256446,40.1762531526083,9.9,8.5,69.8,61.0,21.4,16.5,25.8,34.1,20.5
2126,MI,-85.8122108162971,44.9396081276158,10.3,5.9,76.3,76.2,20.9,11.0,16.5,29.9,21.4
2127,OH,-83.3715354336427,40.2993895656009,10.1,4.2,77.6,69.7,19.6,14.4,20.1,35.1,22.8
2131,CA,-123.391321827245,39.4403114811983,10.8,9.8,68.6,60.6,19.8,14.5,21.6,35.5,29.5
2132,GA,-84.6882775391666,33.0409419482636,11.7,18.1,75.6,51.3,14.8,19.5,31.0,42.8,32.7
2133,TN,-88.109040028671,35.6034598248842,11.8,16.0,73.9,51.3,16.1,25.5,33.2,42.8,28.6
2135,IA,-91.341363137786,42.8446965174081,9.8,8.6,75.6,65.6,23.9,16.9,25.7,33.3,24.7
2136,MO,-94.4046286545338,39.601729021222,10.4,8.9,72.4,58.2,20.8,21.0,25.6,36.5,23.1
2137,KY,-83.9127364923548,38.0328665261264,11.7,7.3,76.2,53.9,14.7,21.7,29.2,41.7,23.5
2138,IN,-86.8031709408232,38.7077721857342,11.6,9.8,73.4,53.9,17.8,24.0,30.2,38.5,23.8
2139,TX,-98.0310940044177,30.0578040288703,9.4,17.8,72.1,57.9,19.4,14.4,24.8,35.5,26.5
2140,NC,-80.6651545675768,36.1601990907039,10.3,13.8,74.1,58.4,19.3,18.9,25.6,33.8,23.8
2141,WV,-81.5486169582605,37.6089223993811,13.2,11.9,77.3,44.4,15.2,28.0,37.9,45.7,26.9
2143,GA,-84.8345510378135,32.0781190115819,10.3,34.5,73.2,43.2,15.3,21.2,36.3,44.2,36.8
2144,TX,-99.2261459590745,30.717708287216,9.7,16.9,70.3,56.6,20.3,16.0,25.5,36.6,26.8
2145,OK,-101.490176417065,36.7479008949604,11.2,22.6,71.4,51.2,14.4,16.9,35.3,36.8,26.2
2146,KS,-95.2976507359037,37.191347992578,11.1,11.7,74.0,58.1,18.3,20.4,26.5,38.3,24.0
2147,MN,-92.7228678481718,44.4096695563143,10.0,6.6,68.5,66.7,23.1,14.6,18.6,33.2,20.8
2150,MS,-88.908935000687,34.7684451221636,10.4,13.9,76.2,8.5,15.6,21.1,33.7,38.5,31.3
2151,SC,-79.9574988177176,34.3325804041033,11.0,15.2,78.2,56.7,16.0,18.6,27.7,38.9,29.1
2154,KY,-87.4905785531917,36.8936872854935,11.7,9.4,77.5,52.6,13.9,21.3,29.6,41.9,26.2
2156,TX,-102.828552919004,33.6042661046981,10.8,33.4,71.0,39.0,16.1,21.8,40.4,43.0,31.8
2157,TX,-96.9360031831906,31.2533225342958,11.1,24.3,73.6,47.1,16.8,20.0,32.6,41.7,30.2
2158,NC,-77.4275153859824,34.7305699378555,9.9,11.9,75.8,63.0,18.9,15.3,23.0,38.6,23.2
2160,IN,-87.3976361121008,40.9560211312151,11.4,10.5,74.7,57.8,18.1,21.3,29.2,39.8,25.7
2161,ID,-116.241257443034,43.450951919308,10.0,7.2,75.1,71.7,17.8,11.5,17.6,30.6,20.6
2163,KS,-97.6502970602076,39.8278397982545,10.5,8.7,74.3,64.3,19.5,15.3,22.7,32.2,19.2
2164,GA,-83.000824480349,33.2700844778974,11.5,19.5,77.7,44.3,13.7,22.2,35.3,48.1,40.1
2165,ME,-70.3761250453607,43.838769691104,11.7,8.1,76.9,68.9,19.3,12.5,18.1,30.9,19.6
2166,IA,-91.8443939227799,42.8626436322626,10.2,6.8,73.9,60.1,23.9,20.2,29.1,34.1,23.9
2167,IA,-94.2072855563124,42.7764316376836,10.2,7.8,75.9,63.8,23.0,17.7,26.8,35.3,23.1
2168,MO,-89.290718833329,36.8282857303086,12.0,13.8,75.1,43.9,17.0,28.9,37.6,44.6,26.0
2169,TX,-101.947700451381,32.7425570373523,9.9,38.1,70.5,42.3,17.2,19.3,35.8,41.0,31.5
2170,CA,-123.897120966337,41.7431608613822,11.6,10.8,65.4,53.1,20.0,19.2,26.5,39.1,30.5
2172,KY,-84.0060290200328,37.4196852484332,12.2,8.9,75.4,46.0,14.2,28.0,34.3,42.3,23.7
2174,TN,-89.7563412718672,35.4973069158235,11.7,12.5,74.8,57.1,16.6,20.7,29.2,41.7,26.7
2175,TX,-96.5724094886701,33.1879491136514,8.5,12.2,76.0,67.1,17.2,8.8,17.4,34.6,23.7
2177,MO,-91.9249374518146,38.1615550006667,11.2,15.8,72.5,52.4,19.1,24.6,29.9,43.0,21.9
2178,IN,-85.0369356650096,38.8262289144782,10.9,11.3,75.6,56.6,18.0,21.3,29.8,38.0,25.5
2179,NE,-97.5971025429162,40.8727678324978,9.3,8.0,72.0,69.1,21.2,11.0,20.7,30.6,20.9
2180,NM,-108.404715402876,33.9150903459717,12.0,9.5,65.0,54.7,16.3,21.9,25.7,36.3,25.7
2182,AL,-88.20640909701,30.7791692937068,10.9,14.0,75.9,51.3,15.7,19.1,28.7,41.5,28.3
2183,GA,-83.5261951536676,31.4570749653838,11.0,18.5,76.3,53.0,14.6,17.6,31.6,38.4,30.6
2184,IN,-87.0729178813756,38.7024579918795,11.7,10.3,74.4,54.6,17.2,22.7,32.4,36.2,27.5
2185,ID,-116.658809779797,47.216881555053,11.8,9.9,70.0,60.6,17.5,17.2,24.7,35.4,23.1
2186,KY,-84.2168343029249,38.2067988804215,11.2,9.6,77.2,55.9,14.8,19.4,28.4,40.1,21.4
2187,NH,-71.8207067350232,43.9406928660321,11.6,7.9,71.3,67.8,18.1,12.8,17.0,32.7,24.1
2188,ID,-116.701842750137,47.6743233510996,11.3,7.3,70.4,66.8,18.8,13.3,20.2,34.5,20.4
2189,IA,-95.6213165740337,41.0334156785597,9.8,6.0,74.8,65.4,24.5,18.2,26.8,31.8,20.8
2190,TX,-101.897013407164,34.9658168884891,9.6,17.3,70.7,58.4,20.0,14.4,23.0,36.3,24.6
2192,MO,-94.4047320441517,39.8931440726315,10.0,14.9,72.5,57.2,20.7,19.7,25.9,36.9,23.5
2193,AL,-87.2978092396997,33.8031253577516,11.0,14.6,75.9,51.5,15.6,21.8,34.0,43.6,25.8
2195,MO,-92.4683331957183,37.2701894505267,11.3,12.3,74.4,53.6,18.9,23.2,29.2,40.6,25.1
2197,NC,-76.2844399122087,36.2952169111293,10.4,11.5,76.3,60.5,17.8,16.1,23.9,36.7,24.4
2199,KY,-86.238233123919,37.209015727993,11.5,8.9,76.0,52.1,14.6,23.2,29.8,43.7,25.9
2201,AL,-86.2475655062285,32.9362201904239,10.9,13.7,76.8,51.3,15.9,20.3,30.8,41.9,29.4
2202,KY,-84.2773367673672,37.720070607056,11.1,6.1,77.6,60.3,15.5,17.7,24.6,43.6,20.9
2203,WI,-89.5147032960432,46.0528283109831,11.3,6.5,72.9,63.9,23.5,18.1,21.1,30.9,25.6
2204,IA,-90.6229482200086,41.6371214525029,9.9,5.7,77.8,69.8,22.8,14.3,24.0,35.5,23.9
2205,TX,-97.7241429287968,27.4313553016512,9.4,33.6,72.6,47.7,16.8,15.0,33.4,39.5,30.0
2206,IN,-86.2276164308305,39.1964287361074,11.0,8.9,75.4,62.7,18.4,17.4,25.1,34.0,23.9
2208,WA,-123.192028806629,47.3481789974584,12.0,8.8,64.6,61.4,20.4,14.4,19.7,34.1,28.9
2209,MT,-113.066771483619,46.0608249789491,11.0,13.3,70.8,60.6,22.7,16.4,23.0,35.6,27.8
2212,MA,-72.6315256129094,42.1352566047193,13.0,6.5,76.9,60.5,19.0,17.3,31.1,39.5,28.0
2214,OH,-81.9201277213696,40.3017013117605,11.7,9.8,74.5,58.4,18.8,21.5,27.4,40.0,22.3
2215,NE,-98.9820851122081,41.5672346166775,9.3,8.4,70.8,64.6,22.1,14.4,23.4,31.1,21.9
2216,MN,-91.7792039182144,43.9868004157693,10.2,6.3,68.9,64.0,23.0,16.4,21.3,30.1,21.5
2217,IN,-86.3459852530457,40.7615633416599,11.3,12.2,76.0,57.0,17.3,19.8,30.8,36.7,25.1
2218,WI,-89.0718838982873,45.2623121759565,11.3,6.9,72.9,64.6,23.9,16.9,22.1,33.9,25.7
2219,OK,-96.9754479121175,36.0773135084841,12.5,10.2,74.0,57.9,15.7,16.0,26.4,38.3,23.3
2220,IA,-96.0445183541311,42.3895564783896,10.0,10.1,76.6,60.3,24.0,17.5,29.6,32.0,24.4
2221,GA,-84.7871165740001,32.3468609717409,10.4,16.8,75.5,51.4,15.8,18.0,30.3,41.3,30.5
2222,KS,-99.3254195838503,39.3502508545605,10.6,9.4,74.5,65.0,20.8,15.6,21.7,36.2,20.9
